sku,product_name,category_id,category_name,category_path,is_correction,confidence,correction_id
2409321444,"Кулер для процессора DEEPCOOL AS500 черный, 140 мм, алюминий/медь, 1200 об/мин, 26 дБ, 4 pin, 220 Вт, 164 мм",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535486,Вентилятор Aerocool Frost 12,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534892,"Вентилятор 24В DC ExeGate EX09225S2P-24 (92x92x25 мм, Sleeve bearing (подшипник скольжения), 2pin, 2700RPM, 33.9dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535415,Кулер PCCooler Paladin EX400 черный 120мм алюминий+медь 1800rpm 28.6db 4-pin 180W 157мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534825,"Вентилятор для процессора ID-COOLING SE-207 XT SLIM SNOW 220W/ PWM/ all Intel /AMD AM4, AM5/ Screws",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535381,"Вентилятор 12B DC ExeGate EX03010S2P (30x30x10 мм, Sleeve bearing (подшипник скольжения), 2pin, 1000RPM, 28,5dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534963,"Вентилятор в корпус Alseye N12-W FAN 120mm, 700 1800rpm, 25.98 64.46CFM, 17.4 34.8dBA, PWM, WHITE, RTL",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535329,Устройство охлаждения(кулер) ID-Cooling IS-55 ARGB Soc-AM5/AM4/1151/1200/1700 4-pin 31.2dB Al+Cu 125W 450gr LED Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402533909,Вентилятор RХ 172x163x51HBL 220VAC,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534785,"Вентилятор 12В DC ExeGate EX09225S2P (92x92x25 мм, Sleeve bearing (подшипник скольжения), 2pin, 2100RPM, 25dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535416,Устройство охлаждения(кулер) ID-Cooling Frozn A620 ARGB Soc-AM5/AM4/1151/1200/2066/1700 4-pin 29.9dB Al+Cu 270W 1200gr LED Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535203,Устройство охлаждения(кулер) ID-Cooling Frozn A400 Soc-AM5/AM4/1151/1200/2066/1700 4-pin 25.8dB Al+Cu 180W 580gr Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535431,Кулер CROWN для процессора CM-S1250TPWM v2,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409313310,Кулер DEEPCOOL AS500,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535394,"Вентилятор 12В DC ExeGate ExtraPower EP06015S2P (60x60x15 мм, Sleeve bearing (подшипник скольжения), 2pin, 4800RPM, 32dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534908,Вентилятор ExeGate EX12025B3PM черный 120мм 1550rpm 25db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535066,Кулер ЦП DEEPCOOL Вес 1 кг R-AG500-BKANMN-G-1,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535148,"Вентилятор для процессора Deepcool AG300 Socket 115X/1700/1200/AM4/AM5, 92mm, 3050rpm, 30,5 дБ, 150W, PWM 4-pin, Al+Cu (R-AG300-BKLNMN-G)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535089,"Вентилятор ExeGate EX288923RUS ExtraSilent ES08015B3P (80x80x15 мм, 2-Ball (двойной шарикоподшипник), 3pin, 1600RPM, 22dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535071,Вентилятор 12В DC с подсветкой ExeGate EX12025H3P4PMY-PWM.ARGB,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535423,Устройство охлаждения(кулер) ID-Cooling Frozn A410 Soc-AM5/AM4/1151/1200/2066/1700 4-pin Al+Cu 220W 720gr Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
0,"Решетка для вентилятора с фильтром 60х60 ExeGate EG-060PSFB (60x60 мм, пластиковая, квадратная, с пылевым фильтром, черная)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
0,"Решетка для вентилятора 40x40 ExeGate EG-040MR (40x40 мм, металлическая, круглая, никель)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534959,Кулер ExeGate Dark Magic EXX400V2-PWM.RGB,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409298100,Кулер PCCooler E126M PRO черный 120мм алюминий+медь 1800rpm 29.8db 4-pin 92W 70мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535596,"Вентилятор 12В DC ExeGate ExtraPower EP12025S3PM (120x120x25 мм, Sleeve bearing (подшипник скольжения), 3pin+Molex, 1800RPM, 28dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534728,"Вентилятор Aerocool Frost 12 PWM FRGB (120мм, 18.2-27.5 dB, 500-1500rpm, 4 pin, подсветка) RTL",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535452,"Кулер Cooler ID-Cooling SE-902-SD V3, S1700/1200/115x/AMD, 9cm, 2000rpm, 37.44CFM, 3pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534485,"Вентилятор 24B DC ExeGate EX08025S2P-24 (80x80x25 мм, Sleeve bearing (подшипник скольжения), 2pin, 2800RPM, 28dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535988,"Вентилятор ExeGate EX12025S3PM, 120x120x25 мм, подшипник скольжения, 3pin+Molex, 1200RPM, 25dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535710,"Вентилятор 24В DC ExeGate EX05010S2P-24 (50x50x10 мм, Sleeve bearing (подшипник скольжения), 2pin, 7000RPM, 39dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535785,"Вентилятор 12В DC ExeGate EX14025B2P (140x140x25 мм, 2-Ball (двойной шарикоподшипник), 2pin, 1250RPM, 24,5dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535073,Вентилятор RХ 12025MS 12 VDC,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535647,Вентилятор Lenovo 4F17A14496 ThinkSystem SR650 V2 Performance Fan Option Kit,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535530,Вентилятор ExeGate EX04010B3P-5 черный 40мм 5500rpm 26db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535260,Вентилятор ExeGate EX06025S3P-5 черный 60мм 3500rpm 25db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402533816,Кулер PCCooler Paladin EX300S черный 120мм алюминий+медь 1800rpm 28.6db 4-pin 125W 157мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535095,"Вентилятор ExeGate ExtraPower EP05010S3P, 50x50x10 мм, подшипник скольжения, 3pin, 5000RPM, 25dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535258,"Кулер ALSEYE H120TD Universal, 125W, 120mm FAN, 800 2000 rpm, 24.1 35.5 dBA, RGB, PWM, RTL",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535695,"Вентилятор ExeGate EX08025HM, 80x80x25 мм, гидродинамический, Molex, 1800RPM, 21dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535085,Вентилятор 5B DC ExeGate EX03010B3P-5 черный 30мм 9500rpm 26db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535680,"Вентилятор ExeGate ExtraPower EP08025S2P, 80x80x25 мм, подшипник скольжения, 2pin, 2200RPM, 23dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534936,Вентилятор для компьютерного корпуса CMCF-12025S-1221,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535472,Вентилятор ACD RA003 Fan (30*30*10mm) w/ Screw and Nut for Raspberry Pi 3,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535010,"Вентилятор ExeGate Mirage-S 30x30x10 EX281210RUS подшипник скольжения, 8000 RPM, 23, 3pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535254,"Вентилятор для корпуса ZALMAN ZM-AF120 ARGB BLACK, 120x120x25mm, 4-PIN PWM, 600-2000 RPM, 29,7 DBA MAX, HYDRO BEARING",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534968,Вентилятор Thermaltake CT120 белый 4-pin 25.8dB Ret (CL-F151-PL12WT-A),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535279,Cooler ID-Cooling IS-37-XT BLACK LGA1700/1200/115X/AM5/AM4 низкопрофильный высота 37mm,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535951,Кулер ЦП DEEPCOOL T20P LGA1150/LGA1151/LGA1155/LGA1200 42.76 фут3/мин TDP 1.2 Вт Вес 0.376 кг OTDP-ICAS-T20P,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534804,"Вентилятор 24В DC ExeGate EX09225B2P-24 (92x92x25 мм, 2-Ball (двойной шарикоподшипник), 2pin, 2750RPM, 34.4dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535133,Кулер PCCooler R400 ARGB белый 92мм алюминий+медь 2200rpm 30db 4-pin 180W 133мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535536,Вентилятор 4F17A14488 ThinkSystem SR630 V2/SR645 Standard Fan Option Kit,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534774,Вентилятор корпусной ARCTIC P12 Max - 5 Pack: 200 - 3300 rpm - retail (ACFAN00289A),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534719,"Кулер PCCooler Paladin EX400 ARGB черный 120мм алюминий+медь 1800rpm 28,6db 180W 157мм",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535355,Кулер Cooler Intel ORIGINAL s1700 Laminar RM1 ( Al+Cu ),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534845,Кулер ExeGate EX293436RUS ESNK-P0063AP4.PWM.2U.SP3.Cu,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534957,Вентилятор Digma DFAN-LED-RED 120x120x25mm 3-pin 4-pin (Molex)23dB 115gr LED Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402533153,Система водяного охлаждения для процессора ID-COOLING DASHFLOW 360 BASIC WHITE белый 120мм алюминий+медь 1800rpm 35.2db 4-pin 350W,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535127,"Вентилятор 12В DC ExeGate ExtraSilent ES08015S2P (80x80x15 мм, Sleeve bearing (подшипник скольжения), 2pin, 1600RPM, 16,5dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534753,Кулер ExeGate EX293434RUS ESNK-P0051AP4.PWM.4U.115x.Cu,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535098,Жидкостная система охлаждения Alseye H280 140mm*2 RGB,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535053,"Вентилятор ExeGate EX253944RUS Mirage-S 60x60x10 подшипник скольжения, 3500 RPM, 26dB, 3pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534912,Вентилятор корпусной ARCTIC S4028-15K 1400-15000rpm Dual Ball Bearing 4-Pin Fan-Connector (ACFAN00264A),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535389,"Вентилятор 220В ExeGate EX288999RUS EX08038BAL (80x80x38 мм, 2-Ball (двойной шарикоподшипник), подводящий провод 30 см, 2500RPM, 37dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535135,Кулер ExeGate EX293440RUS ESNK-P0068APS4.PWM.2U.3647.Cu,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535408,"Вентилятор 12В DC ExeGate ExtraPower EP14025S2P (140x140x25 мм, Sleeve bearing (подшипник скольжения), 2pin, 1600RPM, 31dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535307,Вентилятор RХ 12038MS 12 VDC,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535134,"Вентилятор 12В DC ExeGate EX14025S2P (140x140x25 мм, Sleeve bearing (подшипник скольжения), 2pin (разъем 2.54), 1200RPM, 24dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535275,Кулер DEEPCOOL AK400 WH белый 120мм алюминий 1850rpm 28db 4-pin 220Вт,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535116,"Кулер CPU Aerocool Air Frost 2 (универсальный, 110W, 25.7 dB, 1800 rpm, 80мм, 3pin, подсветка, медь+ алюминий) RTL",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534788,Вентилятор для компьютерного корпуса CMCF-12025S-1230,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535395,"Вентилятор 12В DC ExeGate ExtraPower EP07015B2P (70x70x15 мм, 2-Ball (двойной шарикоподшипник), 2pin, 3100RPM, 28dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534938,"Вентилятор ExeGate ExtraPower EP12025H3P, 120x120x25 мм, гидродинамический, 3pin, 1800RPM, 27dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535119,"Вентилятор 12В DC ExeGate ExtraPower EP06025B2P (60x60x25 мм, 2-Ball (двойной шарикоподшипник), 2pin, 4500RPM, 31dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535220,Вентилятор RX 6025MS 12VDC,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534783,"Вентилятор 12В DC ExeGate EX08015S4P-PWM (80x80x15 мм, Sleeve bearing (подшипник скольжения), 4pin, PWM, 25.5dBA)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535163,Вентилятор для компьютерного корпуса CMCF-12025S-1220,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535106,Вентилятор для корпуса ID-COOLING AS-140-K (AS-140-K),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534928,Система водяного охлаждения Deepcool Mystique 240 Soc-AM5/AM4/1151/1200/1700 черный 4-pin 36.49dB Al 1543gr Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534964,"Вентилятор ExeGate ExtraPower EP09225S3P, 92x92x25 мм, подшипник скольжения, 3pin, 2200RPM, 24dBA",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535772,Вентилятор ExeGate EX08025S4P-PWM черный 80мм 2300rpm 23db 4-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409260064,"Вентилятор для корпуса ExeGate EX09225B3P-24 черный, 92 мм, 2750 об/мин, 35 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534833,"Вентилятор для корпуса ExeGate EX04015S3P-24 черный, 40 мм, 7500 об/мин, 32.6 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535294,Кулер CROWN для процессора CM-1150PWM RED v2,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409271032,Вентилятор ExeGate ExtraSilent ES12025B3P,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535433,Система водяного охлаждения для процессора LIAN LI Galahad II Trinity 360mm White,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534864,Вентилятор ExeGate ExtraSilent ES09225B3P черный 92мм 2000rpm 25db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535585,"Вентилятор для корпуса ExeGate EX08015B3P-24 черный, 80 мм, 2550 об/мин, 30.5 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534803,Вентилятор для процессора ID-COOLING SE-214-XT PRO 180W/PWM/all Intel/AM4/ Screws,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535325,"Вентилятор для корпуса ExeGate EX08020B3P-24 черный, 80 мм, 4000 об/мин, 42.3 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535346,Вентилятор ExeGate ExtraSilent ES03010S3P-5 черный 30мм 8500rpm 24db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534772,Вентилятор для корпуса ID-COOLING AS-120-K (AS-120-K),17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535113,Кулер ExeGate Dark Magic EE400XL-PWM.ARGB,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534822,Вентилятор ExeGate EX06015B3P черный 60мм 3500rpm 24db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409274701,"Вентилятор для корпуса ExeGate EX09225S3P-24 черный, 92 мм, 2800 об/мин, 34 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534621,Вентилятор ExeGate EX06025S3P черный 60мм 3500rpm 24db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535403,Вентилятор ExeGate ExtraSilent ES06015B3P черный 60мм 2500rpm 17db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534780,Вентилятор Aerocool APNX FP1-120 PWM ARGB White 120x120mm 4-pin 15-33dB 160gr LED Ret,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534060,"Решетка для вентилятора 40x40 ExeGate EG-040PSB (40x40 мм, пластиковая, квадратная, черная)",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534953,Система водяного охлаждения ID-Cooling SL240 белый 120мм алюминий+медь 2000rpm 30db 4-pin 300W,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534790,Вентилятор 12В DC с подсветкой ExeGate EX12025H3P4PYH-PWM.ARGB,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535150,Вентилятор 5B DC ExeGate EX03010S3P-5 черный 30мм 9000rpm 25db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535021,Устройство охлаждения(кулер) Digma D-CPC95-2 синий 120мм алюминий 1500rpm 29db 3-pin 95вт,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534975,Кулер ЦП DEEPCOOL T15P LGA1150/LGA1151/LGA1155/LGA1200 50.25 фут3/мин TDP 1.92 Вт Вес 0.29 кг OTDP-ICAS-T15P,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535715,Кулер для процессора ID-Cooling FROZN A410 GDL 120мм черный/золотистый алюминий+медь 2000rpm 30db 4-pin 220W 152мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534923,Вентилятор ExeGate ExtraPower EP04020S3P-5 черный 40мм 7000rpm 30.5db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534642,Вентилятор ExeGate EX08025B3P черный 80мм 2000rpm 19db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534695,"Вентилятор для корпуса Formula Cosmic 12BK ARPW ARGB черный, 120 мм, 1500 об/мин, 26.8 дБ, 4 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535352,"Вентилятор для корпуса ExeGate EX05010S3P-24 черный, 50 мм, 7200 об/мин, 39 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535121,"Кулер для процессора DEEPCOOL AN400 BLACK LGA1700/1200/115X/AM5/AM4 низкопрофильный 52,5 mm RET",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402534688,Кулер Ocypus Delta A62 BK ARGB черный 120мм алюминий+медь 2000rpm 29db 4-pin 260W 156мм,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535059,Вентилятор Deepcool AK400 PINK LIMITED,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535311,"Вентилятор для корпуса ExeGate EX04020B3P-24 черный, 40 мм, 8000 об/мин, 33.2 дБ, 3 pin",17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2409249925,Вентилятор ExeGate ExtraSilent ES04020S3P-5,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
2402535577,Вентилятор ExeGate ExtraPower EP04020B3P черный 40мм 7000rpm 32db 3-pin,17028921,Системы охлаждения для компьютеров,Электроника / Системы охлаждения для компьютеров,False,1.0,
